Date,Code,FileType,SheetName,Status,Filename,ReceivedAt
2026-05-15,451,4,"International",PRESENT,45114E26.TXT,17/05/2026, 14:51:52
2026-05-15,551,5,"International",PRESENT,55114E26.TXT,17/05/2026, 14:51:52
2026-05-15,651,6,"International",PRESENT,65114E26.TXT,17/05/2026, 14:51:52
2026-05-15,4J9,4,"OCI",PRESENT,4J914E26.TXT,17/05/2026, 14:51:52
2026-05-15,5J9,5,"OCI",PRESENT,5J914E26.TXT,17/05/2026, 14:51:52
2026-05-15,6J9,6,"OCI",PRESENT,6J914E26.TXT,17/05/2026, 14:51:52
2026-05-15,4C9,4,"Amma",PRESENT,4C914E26.TXT,17/05/2026, 14:51:52
2026-05-15,5C9,5,"Amma",PRESENT,5C914E26.TXT,17/05/2026, 14:51:52
2026-05-15,6C9,6,"Amma",PRESENT,6C914E26.TXT,17/05/2026, 14:51:52
2026-05-15,440,4,"Opera Cloud",PRESENT,44014E26.TXT,17/05/2026, 14:51:52
2026-05-15,540,5,"Opera Cloud",PRESENT,54014E26.TXT,17/05/2026, 14:51:52
2026-05-15,640,6,"Opera Cloud",PRESENT,64014E26.TXT,17/05/2026, 14:51:52
2026-05-15,4F6,4,"Standalone",PRESENT,4F614E26.TXT,17/05/2026, 14:51:52
2026-05-15,5F6,5,"Standalone",PRESENT,5F614E26.TXT,17/05/2026, 14:51:52
2026-05-15,6F6,6,"Standalone",PRESENT,6F614E26.TXT,17/05/2026, 14:51:52
2026-05-16,451,4,"International",MISSING,45115E26.TXT,
2026-05-16,551,5,"International",MISSING,55115E26.TXT,
2026-05-16,651,6,"International",MISSING,65115E26.TXT,
2026-05-16,4J9,4,"OCI",MISSING,4J915E26.TXT,
2026-05-16,5J9,5,"OCI",MISSING,5J915E26.TXT,
2026-05-16,6J9,6,"OCI",MISSING,6J915E26.TXT,
2026-05-16,4C9,4,"Amma",MISSING,4C915E26.TXT,
2026-05-16,5C9,5,"Amma",MISSING,5C915E26.TXT,
2026-05-16,6C9,6,"Amma",MISSING,6C915E26.TXT,
2026-05-16,440,4,"Opera Cloud",MISSING,44015E26.TXT,
2026-05-16,540,5,"Opera Cloud",MISSING,54015E26.TXT,
2026-05-16,640,6,"Opera Cloud",MISSING,64015E26.TXT,
2026-05-16,4F6,4,"Standalone",MISSING,4F615E26.TXT,
2026-05-16,5F6,5,"Standalone",MISSING,5F615E26.TXT,
2026-05-16,6F6,6,"Standalone",MISSING,6F615E26.TXT,
